WARN  2017-08-25 19:09:02,761 [10   ] naries.DictionaryBasedLocalizationSource - Can not find 'Roles' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:02,762 [10   ] naries.DictionaryBasedLocalizationSource - Can not find 'Permissions' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:02,762 [10   ] naries.DictionaryBasedLocalizationSource - Can not find 'SideMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:02,765 [10   ] naries.DictionaryBasedLocalizationSource - Can not find 'All Products' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:02,766 [10   ] naries.DictionaryBasedLocalizationSource - Can not find 'Watersports' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:02,766 [10   ] naries.DictionaryBasedLocalizationSource - Can not find 'Soccer' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:02,767 [10   ] naries.DictionaryBasedLocalizationSource - Can not find 'Chess' in localization source 'Sportsstore'!
DEBUG 2017-08-25 19:09:03,183 [11   ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is connected: {"ConnectionId":"177927c1-a8f8-45ff-8276-a1c41ee3b49e","IpAddress":"::1","TenantId":1,"UserId":2,"ConnectTime":"2017-08-25T19:09:03.1762608+03:00","Properties":{}}
DEBUG 2017-08-25 19:09:03,270 [6    ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is registered: 177927c1-a8f8-45ff-8276-a1c41ee3b49e
WARN  2017-08-25 19:09:23,061 [6    ] naries.DictionaryBasedLocalizationSource - Can not find 'AdminMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,065 [6    ] naries.DictionaryBasedLocalizationSource - Can not find 'Content' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,067 [6    ] naries.DictionaryBasedLocalizationSource - Can not find 'Roles' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,067 [6    ] naries.DictionaryBasedLocalizationSource - Can not find 'Permissions' in localization source 'Sportsstore'!
DEBUG 2017-08-25 19:09:23,130 [11   ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is disconnected: 177927c1-a8f8-45ff-8276-a1c41ee3b49e
WARN  2017-08-25 19:09:23,221 [11   ] naries.DictionaryBasedLocalizationSource - Can not find 'Admin' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,222 [11   ] naries.DictionaryBasedLocalizationSource - Can not find 'AdminMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,225 [11   ] naries.DictionaryBasedLocalizationSource - Can not find 'Content' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,236 [11   ] naries.DictionaryBasedLocalizationSource - Can not find 'Roles' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,237 [11   ] naries.DictionaryBasedLocalizationSource - Can not find 'Permissions' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,238 [11   ] naries.DictionaryBasedLocalizationSource - Can not find 'SideMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,242 [11   ] naries.DictionaryBasedLocalizationSource - Can not find 'All Products' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,242 [11   ] naries.DictionaryBasedLocalizationSource - Can not find 'Watersports' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,243 [11   ] naries.DictionaryBasedLocalizationSource - Can not find 'Soccer' in localization source 'Sportsstore'!
WARN  2017-08-25 19:09:23,243 [11   ] naries.DictionaryBasedLocalizationSource - Can not find 'Chess' in localization source 'Sportsstore'!
DEBUG 2017-08-25 19:09:23,473 [14   ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is connected: {"ConnectionId":"74bfe556-bf94-4030-8c89-537ad9effc38","IpAddress":"::1","TenantId":1,"UserId":2,"ConnectTime":"2017-08-25T19:09:23.4732835+03:00","Properties":{}}
DEBUG 2017-08-25 19:09:23,493 [11   ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is registered: 74bfe556-bf94-4030-8c89-537ad9effc38
WARN  2017-08-25 19:16:19,630 [32   ] naries.DictionaryBasedLocalizationSource - Can not find 'AdminMenu' in localization source 'Sportsstore'!
WARN  2017-08-25 19:16:19,634 [32   ] naries.DictionaryBasedLocalizationSource - Can not find 'Content' in localization source 'Sportsstore'!
WARN  2017-08-25 19:16:19,635 [32   ] naries.DictionaryBasedLocalizationSource - Can not find 'Roles' in localization source 'Sportsstore'!
WARN  2017-08-25 19:16:19,636 [32   ] naries.DictionaryBasedLocalizationSource - Can not find 'Permissions' in localization source 'Sportsstore'!
DEBUG 2017-08-25 19:16:19,691 [29   ] Abp.Web.SignalR.Hubs.AbpCommonHub        - A client is disconnected: 74bfe556-bf94-4030-8c89-537ad9effc38
WARN  2017-08-25 19:16:20,254 [33   ] naries.DictionaryBasedLocalizationSource - Can not find 'Admin' in localization source 'Sportsstore'!
WARN  2017-08-25 19:16:20,255 [33   ] naries.DictionaryBasedLocalizationSource - Can not find 'AdminMenu' in localization source 'Sportsstore'!
